Temp?ature1	Temp?ature2	Temp?ature3	Temp?ature4	Temp?ature5	Temp?ature6	Temp?ature7
79.07791	18.95773	79.90509	236.57613	79.42078	9.8431	9.85099
79.1133	18.95262	79.78741	236.80872	79.42078	9.84244	9.85132
79.08297	18.92198	79.83719	236.80377	79.45699	9.8431	9.85198
79.07791	18.94751	79.84172	236.82851	79.48868	9.84244	9.85165
79.06275	18.92198	79.84172	236.80377	79.45247	9.84409	9.85165
79.07791	18.9373	79.79193	236.8978	79.31668	9.84277	9.85132
79.08297	18.92709	79.90509	236.75923	79.40268	9.84376	9.85165
79.09814	18.91688	79.92772	236.80377	79.49773	9.84244	9.85132
79.12341	18.92198	79.83267	236.85326	79.39363	9.84277	9.85066
79.08803	18.94241	79.81004	236.80377	79.49773	9.84146	9.85132
79.08803	18.9373	79.92319	236.92254	79.45247	9.84376	9.85132
79.1133	18.9373	79.82362	236.93739	79.37552	9.84146	9.85001
79.09308	18.94241	79.92772	237.02647	79.36194	9.84343	9.85099
79.05769	18.95262	79.93225	237.03141	79.41626	9.84212	9.85165
79.09308	18.96283	79.82362	237.00667	79.42984	9.84277	9.85099
79.12341	18.91177	79.87793	237.01657	79.45247	9.84179	9.85165
79.08803	18.9322	79.90509	237.13039	79.51583	9.8431	9.85066
79.08297	18.91688	79.88246	237.1106	79.40268	9.84113	9.85165
79.08803	18.94241	79.85983	237.22442	79.43436	9.84343	9.85099
79.08803	18.90667	79.88246	237.19967	79.44794	9.84179	9.85165
79.05769	18.91688	79.92319	237.3135	79.39363	9.84343	9.85066
79.08297	18.91688	79.81909	237.2937	79.50678	9.84146	9.85066
79.05769	18.95773	79.89151	237.35309	79.35289	9.84343	9.85033
79.09308	18.9373	79.80551	237.40257	79.37099	9.84212	9.85165
79.0678	18.9322	79.81004	237.23926	79.46152	9.84376	9.85099
79.07791	18.95262	79.84172	237.20957	79.42984	9.84212	9.85198
79.07286	18.95262	79.92772	237.21452	79.50225	9.84343	9.85066
79.11836	18.91688	79.8553	237.36793	79.42078	9.84343	9.85198
79.06275	18.9322	79.93677	237.37288	79.44341	9.8431	9.85099
79.07286	18.90667	79.88246	237.41247	79.41626	9.84376	9.85099
79.05769	18.9322	79.80098	237.44216	79.37099	9.84277	9.85066
79.08803	18.9322	79.83267	237.3036	79.42078	9.84343	9.85132
79.04758	18.92198	79.90056	237.3135	79.38457	9.8431	9.85099
79.07791	18.90667	79.83719	237.23926	79.49773	9.8431	9.85165
79.08803	18.89646	79.88246	237.32339	79.47057	9.8431	9.85165
79.03747	18.9373	79.82814	237.30855	79.48868	9.8431	9.85198
79.04758	18.89646	79.74214	237.35803	79.42984	9.84244	9.85132
79.0678	18.92709	79.78741	237.29865	79.41626	9.84376	9.85165
79.06275	18.9322	79.8553	237.26896	79.34384	9.8431	9.85132
79.08297	18.89646	79.8553	237.28875	79.35742	9.84409	9.85165
79.05264	18.91688	79.85983	237.3135	79.45699	9.84212	9.85099
79.08803	18.95262	79.80551	237.20462	79.50225	9.84343	9.85132
79.05264	18.91688	79.87793	237.33329	79.39815	9.84277	9.85198
79.08297	18.92198	79.86435	237.22442	79.45247	9.84343	9.85165
79.07791	18.9322	79.81456	237.29865	79.41626	9.84277	9.85264
79.04253	18.91688	79.87793	237.2937	79.34384	9.8431	9.85198
79.09308	18.94241	79.84625	237.31844	79.44341	9.84244	9.85198
79.0678	18.88114	79.82362	237.20957	79.48415	9.8431	9.85165
79.08803	18.92198	79.83267	237.27885	79.41173	9.84244	9.85099
79.08297	18.9373	79.88698	237.33329	79.40268	9.84376	9.85165
79.0678	18.88624	79.8553	237.25906	79.35289	9.84277	9.85132
79.08803	18.9373	79.81909	237.33824	79.3891	9.84343	9.85099
79.08297	18.92709	79.82814	237.3036	79.4751	9.84244	9.85198
79.03747	18.89135	79.83267	237.19967	79.48868	9.84376	9.85231
79.0678	18.9322	79.86888	237.23926	79.44794	9.84277	9.85198
79.11836	18.94241	79.93677	237.25411	79.42531	9.84376	9.85165
79.09308	18.9322	79.93677	237.30855	79.45247	9.84212	9.85132
79.09814	18.90667	79.87793	237.18483	79.39815	9.84343	9.85132
79.09308	18.91688	79.91867	237.10565	79.44341	9.84212	9.85165
79.07791	18.92709	79.86888	237.26896	79.3891	9.84343	9.85165
79.08803	18.92198	79.89151	237.22442	79.41626	9.84244	9.85132
79.09308	18.91688	79.85077	237.2838	79.45247	9.84343	9.85132
79.05769	18.90667	79.80551	237.2838	79.46604	9.84146	9.85132
79.05264	18.91177	79.90509	237.3036	79.43436	9.84343	9.85099
79.07286	18.92709	79.73309	237.24916	79.3891	9.84212	9.85132
79.10319	18.91177	79.79646	237.36793	79.33931	9.84343	9.85099
79.08297	18.89646	79.80098	237.37783	79.42531	9.84277	9.85165
79.1133	18.92709	79.86888	237.39268	79.39363	9.84343	9.85099
79.08803	18.89646	79.92319	237.35309	79.41173	9.84212	9.85132
79.08297	18.9322	79.87793	237.32339	79.40268	9.84343	9.85066
79.11836	18.87603	79.87793	237.29865	79.39815	9.84212	9.85099
79.07791	18.91177	79.88698	237.34814	79.38005	9.84343	9.85066
79.07791	18.90156	79.88698	237.42237	79.4072	9.84179	9.85132
79.08297	18.92198	79.92319	237.40752	79.38005	9.84277	9.85099
79.11836	18.88114	79.80551	237.31844	79.40268	9.84212	9.85231
79.06275	18.9322	79.91867	237.41742	79.47057	9.84376	9.85099
79.10319	18.90667	79.81456	237.40752	79.46152	9.84244	9.85165
79.10319	18.94241	79.84625	237.38278	79.37552	9.84343	9.85033
